CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material;Percentual;PrazoProducao
30.20.10.52.0001;"STRETCH FIL. 3""100X23 CORTADO (MAN) LC3";KG;Bruto;0,24;0,9;8,485808847;Stretch;15;10
30.20.10.52.0003;"STRETCH FIL. 3""150X23 CORTADO (MAN) LC3";KG;Bruto;0,36;1,35;8,485808847;Stretch;15;10
30.20.10.52.0004;"STRETCH FIL. 3""150X30 CORTADO (MAN) LC3";KG;Bruto;0,36;1,35;8,485808847;Stretch;15;10
30.20.10.52.0002;"STRETCH FIL. 3""150X19 CORTADO (MAN) LC3";KG;Bruto;0,36;1,35;8,520896287;Stretch;15;10
30.20.10.52.0006;"STRETCH FIL. 3""200X23 CORTADO (MAN) LC3";KG;Bruto;0,48;1,8;8,485808847;Stretch;15;10
30.20.10.52.0007;"STRETCH FIL. 3""200X30 CORTADO (MAN) LC3";KG;Bruto;0,48;1,8;8,485808847;Stretch;15;10
30.20.10.52.0008;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3";KG;Bruto;0,6;2,25;8,485808847;Stretch;15;10
30.20.10.52.0023;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 - AZUL";KG;Bruto;0,6;2,25;8,877301181;Stretch;15;10
30.20.10.52.0009;"STRETCH FIL. 3""250X30 CORTADO (MAN) LC3";KG;Bruto;0,6;2,25;8,485808847;Stretch;15;10
30.20.10.52.0012;"STRETCH FIL. 3""050X23 CORTADO (MAN) LC3";KG;Bruto;0,12;0,45;8,485808847;Stretch;15;10
30.20.10.52.0017;"STRETCH FIL. 3""050X40 CORTADO (MAN) LC3";KG;Bruto;0,12;0,45;8,485808847;Stretch;15;10
30.20.10.52.0013;"STRETCH FIL. 3""050X30 CORTADO (MAN) LC3";KG;Bruto;0,12;0,45;8,485808847;Stretch;15;10
30.20.10.52.0014;"STRETCH FIL. 3""075X23 CORTADO (MAN) LC3";KG;Bruto;0,18;0,68;8,500455041;Stretch;15;10
30.20.10.52.0019;"STRETCH FIL. 3""100X30 CORTADO (MAN) LC3";KG;Bruto;0,24;0,9;8,485808847;Stretch;15;10
30.20.10.52.0020;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 5KG";KG;Bruto;0,6;5;9,581344183;Stretch;15;10
30.20.10.54.0001;"STRETCH FIL. 3""500X19 MAN GOLD LIQ C/ RET LC3";KG;Liq;1,1;4;8,435680961;Stretch;15;10
30.20.10.55.0001;"STRETCH FIL. 3""500X17 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;9,795520982;Stretch;15;10
30.20.10.55.0002;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;9,727609807;Stretch;15;10
30.20.10.55.0003;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.55.0004;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.55.0005;"STRETCH FIL. 3""500X15 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;10,05808454;Stretch;15;10
30.20.10.55.0006;"STRETCH FIL. 3""500X25 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.55.0008;"STRETCH FIL. 3""500X40 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.56.0001;"STRETCH FIL. 3""500X17 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;7,969642491;Stretch;15;10
30.20.10.56.0002;"STRETCH FIL. 3""500X19 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;7,901731316;Stretch;15;10
30.20.10.56.0003;"STRETCH FIL. 3""500X23 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;7,866643875;Stretch;15;10
30.20.10.56.0005;"STRETCH FIL. 3""500X23  MAN ESPECIAL - 3,8 KG LC3";KG;Bruto;1,57;3,8;7,389892591;Stretch;15;10
30.20.10.56.0006;"STRETCH FIL. 3""500X40 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;7,866643875;Stretch;15;10
30.20.10.56.0007;"STRETCH FIL. 3""500X30  MAN ESPECIAL - 3,8 KG LC3";KG;Bruto;1,57;3,8;7,389892591;Stretch;15;10
30.20.10.56.0009;"STRETCH FIL. 3""500X30 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;7,866643875;Stretch;15;10
30.20.10.56.0010;"STRETCH FIL. 3""500X30  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,57;5;8,125451715;Stretch;15;10
30.20.10.57.0001;"STRETCH FIL. 3""500X15 MAN GOLD LC3";KG;Bruto;1,1;4;8,766155691;Stretch;15;10
30.20.10.57.0002;"STRETCH FIL. 3""500X17 MAN GOLD LC3";KG;Bruto;1,1;4;8,503592136;Stretch;15;10
30.20.10.57.0003;"STRETCH FIL. 3""500X19 MAN GOLD LC3";KG;Bruto;1,1;4;8,435680961;Stretch;15;10
30.20.10.57.0005;"STRETCH FIL. 3""500X30 MAN GOLD LC3";KG;Bruto;1,1;4;8,400593521;Stretch;15;10
30.20.10.57.0006;"STRETCH FIL. 3""500X40 MAN GOLD LC3";KG;Bruto;1,1;4;8,400593521;Stretch;15;10
30.20.10.57.0008;"STRETCH FIL. 3""500X23 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;5;8,811419272;Stretch;15;10
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;3;7,715883936;Stretch;15;10
30.20.10.57.0010;"STRETCH FIL. 3""500X23 MAN GOLD LC3";KG;Bruto;1,1;4;8,400593521;Stretch;15;10
30.20.10.58.0001;"STRETCH FIL. 3""500X17 MAN LEV LC3";KG;Bruto;0,5;4,9;9,795520982;Stretch;15;10
30.20.10.58.0002;"STRETCH FIL. 3""500X23 MAN LEV LC3";KG;Bruto;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.18.0082;"STRETCH FIL. 3""500X23 MAN LEV LC2";KG;Bruto;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.58.0003;"STRETCH FIL. 3""500X30 MAN LEV LC3";KG;Bruto;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.58.0004;"STRETCH FIL. 3""500X15 MAN LEV LC3";KG;Bruto;0,5;4,9;10,05808454;Stretch;15;10
30.20.10.58.0005;"STRETCH FIL. 3""500X19 MAN LEV LC3";KG;Bruto;0,5;4,9;9,727609807;Stretch;15;10
30.20.10.58.0006;"STRETCH FIL. 3""500X30 MAN LEV LC3 (5KG)";KG;Bruto;0,5;5;9,707766365;Stretch;15;10
30.20.10.60.0003;"STRETCH FILME 3""500X30 MAQ ATX/44";KG;Bruto;1,57;44;10,11429407;Stretch;15;10
30.20.10.60.0004;"STRETCH FILME 3""500X23 MAQ ATX/44";KG;Bruto;1,57;44;10,11429407;Stretch;15;10
30.20.10.61.0004;"STRETCH FILME 3""500X23 MAQ LC3/44";KG;Bruto;1,57;44;9,985708062;Stretch;15;10
30.20.10.63.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/25 LÍQ";KG;Liq;4,71;25;8,861329748;Stretch;15;10
30.20.10.64.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 B";KG;Bruto;1,57;14;9,541158706;Stretch;15;10
30.20.10.64.0002;"STRETCH FIL. 3""500X40 MAQ ATX/14 B";KG;Bruto;1,57;14;9,541158706;Stretch;15;10
30.20.10.64.0003;"STRETCH FIL. 3""500X30 MAQ ATX/14 B";KG;Bruto;1,57;14;9,541158706;Stretch;15;10
30.20.10.64.0004;"STRETCH FIL. 3""500X19 MAQ ATX/14 B";KG;Bruto;1,57;14;9,576246146;Stretch;15;10
30.20.10.45.0005;"STRETCH FIL. 3""750X30 MAQ ATX/PLUS 21,3 ";KG;Bruto;2,4;21,3;9,599583255;Stretch;15;10
30.20.10.65.0001;"STRETCH FIL. 3""750X30 MAQ LC3/21,3";KG;Bruto;2,4;21,3;9,418842672;Stretch;15;10
30.20.10.66.0001;"STRETCH FIL. 3""1000X23 MAQ ATX/22";KG;Bruto;3,14;22;9,311904561;Stretch;15;10
30.20.10.67.0001;"STRETCH FIL. 3""500X19 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;7,578221516;Stretch;15;10
30.20.10.67.0002;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;7,543134075;Stretch;15;10
30.20.10.70.0011;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO C/ UV";KG;Bruto;1,57;4;7,543134075;Stretch;15;10
30.20.10.67.0003;"STRETCH FIL. 3""500X30 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;7,543134075;Stretch;15;10
30.20.10.67.0004;"STRETCH FIL. 3""500X40 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;7,543134075;Stretch;15;10
30.20.10.67.0005;"STRETCH FIL. 3""500X17 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;7,646132691;Stretch;15;10
30.20.10.68.0001;"STRETCH FIL. 3""500X19 MAN LEV NOVO";KG;Bruto;0,5;2,5;8,995897894;Stretch;15;10
30.20.10.68.0002;"STRETCH FIL. 3""500X23 MAN LEV NOVO";KG;Bruto;0,5;2,5;8,960810454;Stretch;15;10
30.20.10.68.0003;"STRETCH FIL. 3""500X30 MAN LEV NOVO";KG;Bruto;0,5;2,5;8,960810454;Stretch;15;10
30.20.10.68.0004;"STRETCH FIL. 3""500X17 MAN LEV NOVO";KG;Bruto;0,5;2,5;9,06380907;Stretch;15;10
30.20.10.68.0005;"STRETCH FIL. 3""500X30 MAN LEV NOVO (4,85)";KG;Bruto;0,5;4,85;9,684664636;Stretch;15;10
30.20.10.68.0006;"STRETCH FIL. 3""500X15 MAN LEV NOVO";KG;Bruto;0,5;2,5;9,326372624;Stretch;15;10
30.20.10.68.0007;"STRETCH FIL. 3""500X40 MAN LEV NOVO";KG;Bruto;0,5;2,5;8,960810454;Stretch;15;10
30.20.10.68.0008;"STRETCH FIL. 3""500X19 MAN LEV NOVO (2,5KG)";KG;Bruto;0,5;2,5;8,995897894;Stretch;15;10
30.20.10.69.0001;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;9,727609807;Stretch;15;10
30.20.10.69.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.69.0003;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.69.0004;"STRETCH FIL. 3""500X17 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;9,795520982;Stretch;15;10
30.20.10.69.0005;"STRETCH FIL. 3""500X15 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;10,05808454;Stretch;15;10
30.20.10.70.0001;"STRETCH FIL. 3""500X19 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,127597776;Stretch;15;10
30.20.10.70.0002;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,092510336;Stretch;15;10
30.20.10.70.0003;"STRETCH FIL. 3""500X30 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,092510336;Stretch;15;10
30.20.10.70.0004;"STRETCH FIL. 3""500X15 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,458072506;Stretch;15;10
30.20.10.70.0005;"STRETCH FIL. 3""500X17 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,195508951;Stretch;15;10
30.20.10.70.0006;"STRETCH FIL. 3""500X40 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,092510336;Stretch;15;10
30.20.10.70.0007;"STRETCH FIL. 3""500X70 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,092510336;Stretch;15;10
30.20.10.71.0001;"STRETCH FIL. 3""500X19 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,240006734;Stretch;15;10
30.20.10.71.0002;"STRETCH FIL. 3""500X23 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,204919294;Stretch;15;10
30.20.10.71.0003;"STRETCH FIL. 3""500X30 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,204919294;Stretch;15;10
30.20.10.71.0004;"STRETCH FIL. 3""500X15 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,570481464;Stretch;15;10
30.20.10.71.0005;"STRETCH FIL. 3""500X17 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,307917909;Stretch;15;10
30.20.10.71.0006;"STRETCH FIL. 3""500X40 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,204919294;Stretch;15;10
30.20.10.71.0007;"STRETCH FIL. 3""500X35 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,204919294;Stretch;15;10
30.20.10.72.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 B PLUS";KG;Bruto;1,57;14;9,60361751;Stretch;15;10
30.20.10.72.0002;"STRETCH FIL. 3""500X30 MAQ ATX/14 B PLUS";KG;Bruto;1,57;14;9,60361751;Stretch;15;10
30.20.10.73.0001;"STRETCH FIL. 3""500X23 MAQ ATX/11 PLUS";KG;Bruto;1,57;11;9,372211819;Stretch;15;10
30.20.10.74.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,57;14;9,60361751;Stretch;15;10
30.20.10.74.0002;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,57;14;9,991672878;Stretch;15;10
30.20.10.31.0001;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,906720876;Stretch;15;10
30.20.10.74.0003;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,57;14;9,706616125;Stretch;15;10
30.20.10.75.0001;"STRETCH FIL. 3"" 500X23 MAQ LC2 16KG EXPO";KG;Bruto;1,57;16;9,465011882;Stretch;15;10
30.20.10.76.0001;"STRETCH FIL. 3""500X15 MAN 450MT EXPO LIQ";KG;Liq;0,6;3,7;9,609004591;Stretch;15;10
30.20.10.76.0002;"STRETCH FIL. 3""500X17 MAN 450MT EXPO LIQ";KG;Liq;0,6;4,1;9,46461468;Stretch;15;10
30.20.10.76.0003;"STRETCH FIL. 3""500X19 MAN 450MT EXPO LIQ";KG;Liq;0,6;4,5;9,493868502;Stretch;15;10
30.20.10.14.0113;"STRETCH FIL. 3""450X10 MANUSTIF PLUS MAN (5KG)";KG;Bruto;0,6;5;9,922797988;Stretch;15;10
30.20.10.77.0001;"STRETCH FIL. 3""500X13 MANUSTIF LEV NOVO";KG;Bruto;0,5;2,5;9,251237622;Stretch;15;10
30.20.10.77.0002;"STRETCH FIL. 3""500X13 MANUSTIF LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;9,9960118;Stretch;15;10
30.20.10.81.0001;"STRETCH FIL. 3""500X23 MAQ AT/10 NOVO";KG;Bruto;1,57;10;9,148387398;Stretch;15;10
30.20.10.81.0002;"STRETCH FIL. 3""500X19 MAQ AT/10 NOVO";KG;Bruto;1,57;10;9,183474839;Stretch;15;10
30.20.10.81.0003;"STRETCH FIL. 3""500X30 MAQ AT/10 NOVO";KG;Bruto;1,57;10;9,148387398;Stretch;15;10
30.20.10.82.0001;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO";KG;Liq;1,57;14;9,481618673;Stretch;15;10
30.20.10.82.0002;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO";KG;Liq;1,57;14;9,516706114;Stretch;15;10
30.20.10.82.0003;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO";KG;Liq;1,57;14;9,481618673;Stretch;15;10
30.20.10.83.0001;"STRETCH FIL. 3""500X40 MAQ LC3/14 B";KG;Bruto;1,57;14;9,422768319;Stretch;15;10
30.20.10.83.0002;"STRETCH FIL. 3""500X30 MAQ LC3/14 B";KG;Bruto;1,57;14;9,422768319;Stretch;15;10
30.20.10.83.0003;"STRETCH FIL. 3""500X23 MAQ LC3/14 B";KG;Bruto;1,57;14;9,422768319;Stretch;15;10
30.20.10.84.0001;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2";KG;Bruto;1,7;3,5;5,666244814;Stretch;8;10
30.20.10.57.0007;"STRETCH FIL. 3""500X19 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;5;8,846506712;Stretch;15;10
30.20.10.56.0004;"STRETCH FIL. 3""500X23  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,57;5;8,125451715;Stretch;15;10
30.20.10.14.0102;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(2,5KG)";KG;Liq;0,6;2,5;9,001813967;Stretch;15;10
30.20.10.14.0103;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,0KG)";KG;Bruto;0,6;2;8,488694677;Stretch;15;10
30.20.10.47.0006 ;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,57;14;9,525766934;Stretch;15;10
30.20.10.14.0105;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(5KG)";KG;Liq;0,9;5;9,462305977;Stretch;15;10
30.20.10.66.0002 ;"STRETCH FIL. 3""1000X30 MAQ LC3/20";KG;Bruto;3,14;20;9,092510336;Stretch;15;10
30.20.10.14.0107;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG)";KG;Bruto;1,57;15,5;10,00693418;Stretch;15;10
30.20.10.91.0001;"STRETCH FIL. 3""500X17 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;8,283481081;Stretch;15;10
30.20.10.91.0009;"STRETCH FIL. 3""500X19 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;8,215569906;Stretch;15;10
30.20.10.91.0002;"STRETCH FIL. 3""500X23 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;8,180482465;Stretch;8;10
30.20.10.91.0003;"STRETCH FIL. 3""500X30 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;8,180482465;Stretch;8;10
30.20.10.91.0004;"STRETCH FIL. 3""500X19 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;8,629156068;Stretch;8;10
30.20.10.91.0005;"STRETCH FIL. 3""500X23 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;8,594068627;Stretch;15;10
30.20.10.91.0007;"STRETCH FIL. 3""500X40 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;8,594068627;Stretch;15;10
30.20.10.91.0006;"STRETCH FIL. 3""500X30 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;8,594068627;Stretch;15;10
30.20.10.56.0014;"STRETCH FIL. 3""500X30 MAN ESP 5 KG LC3";KG;Bruto;1,57;5;8,125451715;Stretch;15;10
30.20.10.25.0061;"STRETCH FIL. 3""150X25 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;9,662830282;Stretch;15;10
30.20.10.25.0062;"STRETCH FIL. 3""125X40 CORTADO MAQ (2,5 KG) C/UV LÍQUIDO";KG;Liq;0,3;2,5;9,581344183;Stretch;15;10
30.20.10.25.0051;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) C/ UV";KG;Bruto;0,3;3;9,730735365;Stretch;15;10
30.20.10.25.0053;"STRETCH FIL. 3""100X30 CORTADO (MAQ)";KG;Bruto;0,24;3;9,880126547;Stretch;15;10
30.20.10.25.0052;"STRETCH FIL. 3""125X23 CORTADO MAQ (2,5 KG)";KG;Bruto;0,3;2,5;9,581344183;Stretch;15;10
30.20.10.25.0056;"STRETCH FIL. 3""100X19 CORTADO (MAQ) (2,5 KG) LIQ";KG;Liq;0,24;2,5;9,795701042;Stretch;15;10
30.20.10.25.0057;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) B";KG;Bruto;0,3;3;9,730735365;Stretch;15;10
30.20.10.29.0010;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,811323612;Stretch;15;10
30.20.10.29.0011;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,743412437;Stretch;15;10
30.20.10.29.0012;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,708324996;Stretch;15;10
30.20.10.29.0013;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,708324996;Stretch;15;10
30.20.10.29.0015;"STRETCH FIL. 3""500X15 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;10,07388717;Stretch;15;10
30.20.10.31.0015;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,934953773;Stretch;15;10
30.20.10.31.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,867042598;Stretch;15;10
30.20.10.31.0017;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,831955158;Stretch;15;10
30.20.10.31.0018;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,831955158;Stretch;15;10
30.20.10.43.0002;"STRETCH FIL 3"" 500X23 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;10,60966176;Stretch;15;10
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;3;7,715883936;Stretch;15;10
30.20.10.65.0002;"STRETCH FIL. 3""750X23 MAQ LC3/21,3";KG;Bruto;2,4;21,3;9,418842672;Stretch;15;10
30.20.10.70.0002 ;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;9,092510336;Stretch;15;10
30.20.10.71.0008;"STRETCH FIL. 3""500X13 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;9,592974662;Stretch;15;10
30.20.10.31.0019;"STRETCH FIL. 3""500X40 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,831955158;Stretch;15;10
30.20.10.74.0009;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;10,28523366;Stretch;15;10
30.20.10.74.0011;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;10,00017691;Stretch;15;10
30.20.10.74.0012;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;9,932265732;Stretch;15;10
30.20.10.74.0013;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;9,897178291;Stretch;15;10
30.20.10.74.0014;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;9,897178291;Stretch;15;10
30.20.10.82.0006;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,769779976;Stretch;15;10
30.20.10.83.0004;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,57;14;9,457855759;Stretch;15;10
30.20.30.01.0001;STRETCH FIL. COBERTURA 1500X70 30K;KG;Bruto;4,71;30;9,092510336;Stretch;15;10
30.20.10.65.0005;"STRETCH FIL. 3""750X23 MAQ LC3/21,3 LIQUIDO";KG;Liq;2,4;21,3;9,418842672;Stretch;15;10
30.20.10.29.0014;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,708324996;Stretch;15;10
30.20.10.91.0008;"STRETCH FIL. 3""500X40 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;8,180482465;Stretch;15;10
30.20.10.70.0010;"STRETCH FIL. 3""1500X30 MAQ LC3/30 C UV";KG;Bruto;4,71;30;9,092510336;Stretch;15;10
30.20.10.38.0004;"STRETCH FIL. 3""500X40 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.69.0007;"STRETCH FIL. 3""500X40 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.79.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,5;4,9;10,17190074;Stretch;15;10
30.20.10.79.0001;"STRETCH FIL. 3""500X23 MAN LEV NOVO AZUL";KG;Bruto;0,5;4,9;10,17190074;Stretch;15;10
30.20.10.85.0001;"STRETCH FIL. 3""500X23 MAN ESPECIAL AZUL NOVO";KG;Bruto;1,57;4;7,867449885;Stretch;15;10
30.20.10.79.0003;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,5;4,9;10,53746291;Stretch;15;10
30.20.10.79.0004;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERDE";KG;Liq;0,5;4,9;10,53746291;Stretch;15;10
30.20.10.79.0005;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,5;4,9;10,53746291;Stretch;15;10
30.20.10.79.0006;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,5;4,9;10,05808454;Stretch;15;10
30.20.10.17.0070;"STRETCH FIL. 3""500X23 MAN GOLD AZUL ";KG;Bruto;1,1;4;8,787637079;Stretch;15;10
30.20.10.17.0078;"STRETCH FIL. 3""500X19 MAN GOLD VERDE";KG;Bruto;1,1;4;8,822724519;Stretch;15;10
30.20.10.67.0006;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO VERDE";KG;Bruto;1,57;4;7,867449885;Stretch;15;10
30.20.10.25.0060;"STRETCH FIL. 3""250X23 CORTADO MAQ LC3 (3,3 KG)";KG;Bruto;0,6;3,3;9,11958962;Stretch;15;10
30.20.10.62.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/34";KG;Bruto;4,71;34;9,228498917;Stretch;15;10
30.20.10.14.0106;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (11KG) LIQUIDO";KG;Liq;1,57;11;9,755719651;Stretch;15;10
30.20.10.14.0110;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG) LIQUIDO";KG;Liq;1,57;15,5;10,07160872;Stretch;15;10
30.20.10.50.0006;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;4;10,60966176;Stretch;15;10
30.20.10.75.0009;"STRETCH FIL. 3"" 500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;9,554925861;Stretch;15;10
30.20.10.58.0013;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 3,5KG EXPO";KG;Bruto;0;3,5;10,6447492;Stretch;15;10
30.20.10.58.0014;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;4;10,6447492;Stretch;15;10
30.20.10.75.0034;"STRETCH FIL. 3"" 500X20 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;9,54625564;Stretch;15;10
30.20.10.75.0010;"STRETCH FIL. 3"" 500X20 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;9,487014686;Stretch;15;10
