CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material;Percentual
30.20.10.91.0010;"STRETCH FIL. 3""500X25 MAQ LC3 17,57KG B";KG;Bruto;1,47;17,57;5,87703401;Stretch;12
60.14.01.07.0002;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) - MANAUS";KG;Bruto;0,6;2,5;6,388922179;Stretch;12
60.14.01.05.0002;"STRETCH FIL. 3""500X23 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
60.14.01.03.0010;"STRETCH FIL. 3""500X30 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,47;4;5,40625445;Stretch;12
20.20.40.12.0021;JUMBO 18 LC3(150) 450MM STRETCH FILME - EXPO LÍQ;KG;Liq;1,7;50;6,036443236;Stretch;12
20.20.10.10.0007;"STRETCH FIL. 3""500X25 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;50;6,115515166;Stretch;12
60.14.01.06.0003;"STRETCH FIL. 3""500X30 ATX 250/50 LIQ - MANAUS";KG;Liq;1,7;50;6,115515166;Stretch;12
60.14.01.06.0003;"STRETCH FIL. 3""500X30 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;50;6,115515166;Stretch;12
60.14.01.03.0007;"STRETCH FIL. 3""600X23 MAQ LC3 VERMELHO AEROPORTO LIQUIDO - MANAUS";KG;Liq;1,884;14;5,939923164;Stretch;12
60.14.01.03.0016;JUMBO 23 LC3(150) BRANCO STRETCH FILME LIQ - MANAUS;KG;Liq;1,7;50;6,202042547;Stretch;12
60.14.01.05.0007;"STRETCH FIL. 3""500X25 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;50;6,115515166;Stretch;12
20.20.40.17.0002;JUMBO 15 LC3(150) STRETCH FILME LIQ;KG;Liq;1,7;50;6,463814104;Stretch;12
20.20.40.13.0004;JUMBO 23 LC3(150) AZUL STRETCH FILME;KG;Bruto;1,7;50;5,991068058;Stretch;12
30.20.10.58.0021;"STRETCH FIL. 3"" 410X08 PREESTIRADO CORELESS 1,8KG EXPO";KG;Bruto;0;1,8;6,619464499;Stretch;12
30.20.10.58.0021;"STRETCH FIL. 3"" 450X08 PREESTIRADO CORELESS 2 KG EXPO";KG;Bruto;0;2;6,619464499;Stretch;12
60.14.01.03.0012;"STRETCH FIL. 3""500X30 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,47;3,5;5,27326494;Stretch;12
60.14.01.03.0017;"STRETCH FIL. 3""500X23 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;6,555048735;Stretch;12
30.20.10.58.0022;"STRETCH FIL. 3""500X17 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;6,282890321;Stretch;12
60.14.01.05.0010;"STRETCH FIL. 3""500X17 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;50;6,248713271;Stretch;12
60.14.01.07.0003;"STRETCH FIL. 3""450X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;3;6,427345899;Stretch;12
60.14.01.05.0009;"STRETCH FIL. 3""500X15 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;6,463814104;Stretch;12
60.14.01.05.0008;"STRETCH FIL. 3""500X19 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;50;6,160890345;Stretch;12
20.20.40.13.0021;JUMBO 23 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;50;5,991068058;Stretch;12
60.14.01.03.0022;"STRETCH FIL. 3""500X23 MAN LEV NOVO - MANAUS";KG;Bruto;0,6;4,9;6,178577208;Stretch;12
30.20.10.83.0006;"STRETCH FIL. 3""500X17 MAQ LC3/14 B";KG;Bruto;1,47;14;5,957375203;Stretch;12
60.14.01.03.0018;"STRETCH FIL. 3""500X19 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;6,600423913;Stretch;12
60.14.01.04.0006;"STRETCH FIL. 3""500X19 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;6,036443236;Stretch;12
60.14.01.03.0019;"STRETCH FIL. 3""500X30 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;6,555048735;Stretch;12
60.14.01.06.0002;"STRETCH FIL. 3""500X30 ATX 250/50 - MANAUS";KG;Bruto;1,7;50;6,115515166;Stretch;12
20.20.40.13.0028;"STRETCH FIL. 3""500X13 MAQ 150/50 LIQ";KG;Liq;1,7;50;5,991068058;Stretch;12
60.14.01.03.0025;"STRETCH FIL. 3""500X23 MAN CORELESS (3,0KG) - MANAUS";KG;Bruto;0;3;6,555048735;Stretch;12
20.20.40.11.0011;JUMBO 17 LC3(150) STRETCH FILME LIQ;KG;Liq;1,7;50;6,124266163;Stretch;12
60.14.01.05.0012;"STRETCH FIL. 3""500X13 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;6,492902372;Stretch;12
20.20.10.10.0009;JUMBO 23 ATX(250) PLUS LIQUIDO;KG;Liq;1,7;50;6,115515166;Stretch;12
60.14.01.03.0024;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,6;4,9;6,223952387;Stretch;12
60.14.01.03.0023;"STRETCH FIL. 3""500X23 MAN GOLD LC3 - MANAUS";KG;Bruto;1,1;5;6,153781643;Stretch;12
20.20.40.13.0025;JUMBO 30 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;50;5,991068058;Stretch;12
30.20.10.91.0011;"STRETCH FIL. 3""500X25 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;5,164103719;Stretch;12
20.20.40.13.0023;JUMBO 19 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;50;6,036443236;Stretch;12
20.20.40.13.0024;JUMBO 25 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;50;5,991068058;Stretch;12
20.20.40.13.0026;JUMBO 40 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;50;5,991068058;Stretch;12
20.20.40.13.0001;JUMBO 23 LC3 STRETCH FILME VERMELHO;KG;Bruto;1,7;50;6,202042547;Stretch;12
60.14.01.05.0011;"STRETCH FIL. 3""500X23 MAQ ATX/14 LIQUIDO TG - MANAUS";KG;Liq;1,1;15,1;6,147082005;Stretch;12
60.14.01.07.0004;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) LIQ - MANAUS";KG;Liq;0,6;2,5;6,388922179;Stretch;12
30.20.10.74.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 B PLUS TG";KG;Bruto;1,47;14;5,984852651;Stretch;12
20.20.40.12.0023;JUMBO 18 LC3(150) 600MM STRETCH FILME - EXPO LÍQ;KG;Liq;1,7;50;6,036443236;Stretch;12
60.14.01.03.0020;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG - MANAUS";KG;Liq;1,1;15,1;6,027639536;Stretch;12
20.20.40.13.0027;JUMBO 23 LC3(150) PRETO STRETCH FILME - LIQ;KG;Liq;1,7;50;5,991068058;Stretch;12
30.20.10.50.0010;"STRETCH FIL. 3""500X30 MAN CORELESS (3,0KG) LC3";KG;Bruto;0;3;6,555048735;Stretch;12
20.20.10.12.0005;"STRETCH FIL. 3""500X30 MAQ 250/50 - MANAUS";KG;Bruto;1,7;50;6,115515166;Stretch;12
20.20.40.13.0015;"STRETCH FIL. 3""500X23 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
20.20.40.13.0017;"STRETCH FIL. 3""500X25 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
20.20.40.13.0019;"STRETCH FIL. 3""500X19 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;6,036443236;Stretch;12
20.20.40.14.0007;"STRETCH FIL. 3""500X30 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;5,991068058;Stretch;12
20.20.40.14.0008;"STRETCH FIL. 3""500X30 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
20.20.40.15.0004;"STRETCH FIL. 3""500X40 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
30.20.10.55.0009;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 (4,0KG) - MANAUS";KG;Liq;0,6;4;6,21213599;Stretch;12
30.20.10.55.0010;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3 (4,0KG) - MANAUS";KG;Liq;0,6;4;6,21213599;Stretch;12
30.20.10.56.0013;"STRETCH FIL. 3""500X23 MAN ESP 3,5 KG LC3";KG;Bruto;1,47;3,5;5,98705494;Stretch;12
30.20.10.56.0015;"STRETCH FIL. 3""500X23 MAN ESPECIAL - 4 KG LC3 MANAUS";KG;Bruto;1,47;4;6,0308207;Stretch;12
30.20.10.55.0012;"STRETCH FIL. 3""500X25 MAN LEV LIQUIDO (800) LC3 (4,0KG) - MANAUS";KG;Liq;0,8;4;5,243454314;Stretch;12
