CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material
30.20.10.58.0001;"STRETCH FIL. 3""500X17 MAN LEV LC3";KG;Bruto;0,5;4,9;7,517176721;Stretch
30.20.10.58.0002;"STRETCH FIL. 3""500X23 MAN LEV LC3";KG;Bruto;0,5;4,9;7,414178105;Stretch
30.20.10.18.0082;"STRETCH FIL. 3""500X23 MAN LEV LC2";KG;Bruto;0,5;4,9;7,414178105;Stretch
30.20.10.58.0003;"STRETCH FIL. 3""500X30 MAN LEV LC3";KG;Bruto;0,5;4,9;7,414178105;Stretch
30.20.10.58.0004;"STRETCH FIL. 3""500X15 MAN LEV LC3";KG;Bruto;0,5;4,9;7,779740276;Stretch
30.20.10.58.0005;"STRETCH FIL. 3""500X19 MAN LEV LC3";KG;Bruto;0,5;4,9;7,449265545;Stretch
30.20.10.58.0006;"STRETCH FIL. 3""500X30 MAN LEV LC3 (5KG)";KG;Bruto;0,5;5;7,424361093;Stretch
30.20.10.60.0003;"STRETCH FILME 3""500X30 MAQ ATX/44";KG;Bruto;1,57;44;7,553073524;Stretch
30.20.10.60.0004;"STRETCH FILME 3""500X23 MAQ ATX/44";KG;Bruto;1,57;44;7,553073524;Stretch
30.20.10.61.0004;"STRETCH FILME 3""500X23 MAQ LC3/44";KG;Bruto;1,57;44;7,526261947;Stretch
30.20.10.63.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/25 LÍQ";KG;Liq;4,71;25;6,709823772;Stretch
30.20.10.64.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 B";KG;Bruto;1,57;14;7,14218352;Stretch
30.20.10.64.0002;"STRETCH FIL. 3""500X40 MAQ ATX/14 B";KG;Bruto;1,57;14;7,14218352;Stretch
30.20.10.64.0003;"STRETCH FIL. 3""500X30 MAQ ATX/14 B";KG;Bruto;1,57;14;7,14218352;Stretch
30.20.10.64.0004;"STRETCH FIL. 3""500X19 MAQ ATX/14 B";KG;Bruto;1,57;14;7,177270961;Stretch
30.20.10.45.0005;"STRETCH FIL. 3""750X30 MAQ ATX/PLUS 21,3 ";KG;Bruto;2,4;21,3;7,15504695;Stretch
30.20.10.65.0001;"STRETCH FIL. 3""750X30 MAQ LC3/21,3";KG;Bruto;2,4;21,3;7,114647334;Stretch
30.20.10.66.0001;"STRETCH FIL. 3""1000X23 MAQ ATX/22";KG;Bruto;3,14;22;6,977827519;Stretch
30.20.10.67.0001;"STRETCH FIL. 3""500X19 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;5,838261708;Stretch
30.20.10.67.0002;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;5,803174267;Stretch
30.20.10.70.0011;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO C/ UV";KG;Bruto;1,57;4;5,803174267;Stretch
30.20.10.67.0003;"STRETCH FIL. 3""500X30 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;5,803174267;Stretch
30.20.10.67.0004;"STRETCH FIL. 3""500X40 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;5,803174267;Stretch
30.20.10.67.0005;"STRETCH FIL. 3""500X17 MAN ESPECIAL NOVO";KG;Bruto;1,57;4;5,906172883;Stretch
30.20.10.68.0001;"STRETCH FIL. 3""500X19 MAN LEV NOVO";KG;Bruto;0,5;2,5;6,960482098;Stretch
30.20.10.68.0002;"STRETCH FIL. 3""500X23 MAN LEV NOVO";KG;Bruto;0,5;2,5;6,925394657;Stretch
30.20.10.68.0003;"STRETCH FIL. 3""500X30 MAN LEV NOVO";KG;Bruto;0,5;2,5;6,925394657;Stretch
30.20.10.68.0004;"STRETCH FIL. 3""500X17 MAN LEV NOVO";KG;Bruto;0,5;2,5;7,028393273;Stretch
30.20.10.68.0005;"STRETCH FIL. 3""500X30 MAN LEV NOVO (4,85)";KG;Bruto;0,5;4,85;7,408929142;Stretch
30.20.10.68.0006;"STRETCH FIL. 3""500X15 MAN LEV NOVO";KG;Bruto;0,5;2,5;7,290956828;Stretch
30.20.10.68.0007;"STRETCH FIL. 3""500X40 MAN LEV NOVO";KG;Bruto;0,5;2,5;6,925394657;Stretch
30.20.10.68.0008;"STRETCH FIL. 3""500X19 MAN LEV NOVO (2,5KG)";KG;Bruto;0,5;2,5;6,960482098;Stretch
30.20.10.69.0001;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,449265545;Stretch
30.20.10.69.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.69.0003;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.69.0004;"STRETCH FIL. 3""500X17 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,517176721;Stretch
30.20.10.69.0005;"STRETCH FIL. 3""500X15 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,779740276;Stretch
30.20.10.70.0001;"STRETCH FIL. 3""500X19 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,912777005;Stretch
30.20.10.70.0002;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,877689565;Stretch
30.20.10.70.0003;"STRETCH FIL. 3""500X30 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,877689565;Stretch
30.20.10.70.0004;"STRETCH FIL. 3""500X15 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;7,243251735;Stretch
30.20.10.70.0005;"STRETCH FIL. 3""500X17 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,98068818;Stretch
30.20.10.70.0006;"STRETCH FIL. 3""500X40 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,877689565;Stretch
30.20.10.70.0007;"STRETCH FIL. 3""500X70 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,877689565;Stretch
30.20.10.71.0001;"STRETCH FIL. 3""500X19 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;6,936215492;Stretch
30.20.10.71.0002;"STRETCH FIL. 3""500X23 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;6,901128052;Stretch
30.20.10.71.0003;"STRETCH FIL. 3""500X30 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;6,901128052;Stretch
30.20.10.71.0004;"STRETCH FIL. 3""500X15 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;7,266690222;Stretch
30.20.10.71.0005;"STRETCH FIL. 3""500X17 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;7,004126667;Stretch
30.20.10.71.0006;"STRETCH FIL. 3""500X40 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;6,901128052;Stretch
30.20.10.71.0007;"STRETCH FIL. 3""500X35 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;6,901128052;Stretch
30.20.10.72.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 B PLUS";KG;Bruto;1,57;14;7,157921733;Stretch
30.20.10.72.0002;"STRETCH FIL. 3""500X30 MAQ ATX/14 B PLUS";KG;Bruto;1,57;14;7,157921733;Stretch
30.20.10.73.0001;"STRETCH FIL. 3""500X23 MAQ ATX/11 PLUS";KG;Bruto;1,57;11;6,99302359;Stretch
30.20.10.74.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,57;14;7,157921733;Stretch
30.20.10.74.0002;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,57;14;7,545977101;Stretch
30.20.10.31.0001;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,507745691;Stretch
30.20.10.74.0003;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,57;14;7,260920348;Stretch
30.20.10.75.0001;"STRETCH FIL. 3"" 500X23 MAQ LC2 16KG EXPO";KG;Bruto;1,57;16;7,179714113;Stretch
30.20.10.76.0001;"STRETCH FIL. 3""500X15 MAN 450MT EXPO LIQ";KG;Liq;0,6;3,7;7,479754939;Stretch
30.20.10.76.0002;"STRETCH FIL. 3""500X17 MAN 450MT EXPO LIQ";KG;Liq;0,6;4,1;7,296131361;Stretch
30.20.10.76.0003;"STRETCH FIL. 3""500X19 MAN 450MT EXPO LIQ";KG;Liq;0,6;4,5;7,293126389;Stretch
30.20.10.14.0113;"STRETCH FIL. 3""450X10 MANUSTIF PLUS MAN (5KG)";KG;Bruto;0,6;5;7,550021255;Stretch
30.20.10.77.0001;"STRETCH FIL. 3""500X13 MANUSTIF LEV NOVO";KG;Bruto;0,5;2,5;7,131389587;Stretch
30.20.10.77.0002;"STRETCH FIL. 3""500X13 MANUSTIF LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,622896659;Stretch
30.20.10.81.0001;"STRETCH FIL. 3""500X23 MAQ AT/10 NOVO";KG;Bruto;1,57;10;6,88932756;Stretch
30.20.10.81.0002;"STRETCH FIL. 3""500X19 MAQ AT/10 NOVO";KG;Bruto;1,57;10;6,924415001;Stretch
30.20.10.81.0003;"STRETCH FIL. 3""500X30 MAQ AT/10 NOVO";KG;Bruto;1,57;10;6,88932756;Stretch
30.20.10.82.0001;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO";KG;Liq;1,57;14;7,129755109;Stretch
30.20.10.82.0002;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO";KG;Liq;1,57;14;7,164842549;Stretch
30.20.10.82.0003;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO";KG;Liq;1,57;14;7,129755109;Stretch
30.20.10.83.0001;"STRETCH FIL. 3""500X40 MAQ LC3/14 B";KG;Bruto;1,57;14;7,117497841;Stretch
30.20.10.83.0002;"STRETCH FIL. 3""500X30 MAQ LC3/14 B";KG;Bruto;1,57;14;7,117497841;Stretch
30.20.10.83.0003;"STRETCH FIL. 3""500X23 MAQ LC3/14 B";KG;Bruto;1,57;14;7,117497841;Stretch
30.20.10.84.0001;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2";KG;Bruto;1,7;3,5;4,391892062;Stretch
30.20.10.57.0007;"STRETCH FIL. 3""500X19 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;5;6,86068881;Stretch
30.20.10.56.0004;"STRETCH FIL. 3""500X23  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,57;5;6,22720492;Stretch
30.20.10.14.0102;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(2,5KG)";KG;Liq;0,6;2,5;6,94557497;Stretch
30.20.10.14.0103;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,0KG)";KG;Bruto;0,6;2;6,627044446;Stretch
30.20.10.47.0006 ;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,57;14;7,220496456;Stretch
30.20.10.14.0105;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(5KG)";KG;Liq;0,9;5;7,247798113;Stretch
30.20.10.66.0002 ;"STRETCH FIL. 3""1000X30 MAQ LC3/20";KG;Bruto;3,14;20;6,877689565;Stretch
30.20.10.14.0107;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG)";KG;Bruto;1,57;15,5;7,584930624;Stretch
30.20.10.91.0001;"STRETCH FIL. 3""500X17 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;6,290007718;Stretch
30.20.10.91.0009;"STRETCH FIL. 3""500X19 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;6,222096543;Stretch
30.20.10.91.0002;"STRETCH FIL. 3""500X23 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;6,187009103;Stretch
30.20.10.91.0003;"STRETCH FIL. 3""500X30 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;6,187009103;Stretch
30.20.10.91.0004;"STRETCH FIL. 3""500X19 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;6,528098429;Stretch
30.20.10.91.0005;"STRETCH FIL. 3""500X23 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;6,493010988;Stretch
30.20.10.91.0007;"STRETCH FIL. 3""500X40 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;6,493010988;Stretch
30.20.10.91.0006;"STRETCH FIL. 3""500X30 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;6,493010988;Stretch
30.20.10.56.0014;"STRETCH FIL. 3""500X30 MAN ESP 5 KG LC3";KG;Bruto;1,57;5;6,22720492;Stretch
30.20.10.25.0061;"STRETCH FIL. 3""150X25 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;7,401969508;Stretch
30.20.10.25.0062;"STRETCH FIL. 3""125X40 CORTADO MAQ (2,5 KG) C/UV LÍQUIDO";KG;Liq;0,3;2,5;7,347536806;Stretch
30.20.10.25.0051;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) C/ UV";KG;Bruto;0,3;3;7,447330093;Stretch
30.20.10.25.0053;"STRETCH FIL. 3""100X30 CORTADO (MAQ)";KG;Bruto;0,24;3;7,547123381;Stretch
30.20.10.25.0052;"STRETCH FIL. 3""125X23 CORTADO MAQ (2,5 KG)";KG;Bruto;0,3;2,5;7,347536806;Stretch
30.20.10.25.0056;"STRETCH FIL. 3""100X19 CORTADO (MAQ) (2,5 KG) LIQ";KG;Liq;0,24;2,5;7,502376191;Stretch
30.20.10.25.0057;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) B";KG;Bruto;0,3;3;7,447330093;Stretch
30.20.10.29.0010;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,46058345;Stretch
30.20.10.29.0011;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,392672275;Stretch
30.20.10.29.0012;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,357584834;Stretch
30.20.10.29.0013;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,357584834;Stretch
30.20.10.29.0015;"STRETCH FIL. 3""500X15 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,723147005;Stretch
30.20.10.31.0015;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,48636168;Stretch
30.20.10.31.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,418450505;Stretch
30.20.10.31.0017;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,383363064;Stretch
30.20.10.31.0018;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,383363064;Stretch
30.20.10.43.0002;"STRETCH FIL 3"" 500X23 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;8,025298217;Stretch
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;3;6,09378393;Stretch
30.20.10.65.0002;"STRETCH FIL. 3""750X23 MAQ LC3/21,3";KG;Bruto;2,4;21,3;7,114647334;Stretch
30.20.10.70.0002 ;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,57;10;6,877689565;Stretch
30.20.10.71.0008;"STRETCH FIL. 3""500X13 MAQ ATX/10 NOVO";KG;Bruto;1,57;10;7,28918342;Stretch
30.20.10.31.0019;"STRETCH FIL. 3""500X40 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,383363064;Stretch
30.20.10.74.0009;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,787853193;Stretch
30.20.10.74.0011;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,502796441;Stretch
30.20.10.74.0012;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,434885266;Stretch
30.20.10.74.0013;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,399797825;Stretch
30.20.10.74.0014;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,399797825;Stretch
30.20.10.82.0006;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,370384591;Stretch
30.20.10.83.0004;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,57;14;7,152585281;Stretch
30.20.30.01.0001;STRETCH FIL. COBERTURA 1500X70 30K;KG;Bruto;4,71;30;6,877689565;Stretch
30.20.10.65.0005;"STRETCH FIL. 3""750X23 MAQ LC3/21,3 LIQUIDO";KG;Liq;2,4;21,3;7,114647334;Stretch
30.20.10.29.0014;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,357584834;Stretch
30.20.10.91.0008;"STRETCH FIL. 3""500X40 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;6,187009103;Stretch
30.20.10.70.0010;"STRETCH FIL. 3""1500X30 MAQ LC3/30 C UV";KG;Bruto;4,71;30;6,877689565;Stretch
30.20.10.38.0004;"STRETCH FIL. 3""500X40 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;7,414178105;Stretch
30.20.10.69.0007;"STRETCH FIL. 3""500X40 MAN LEV LIQUIDO NOVO";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.79.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,5;4,9;7,808092764;Stretch
30.20.10.79.0001;"STRETCH FIL. 3""500X23 MAN LEV NOVO AZUL";KG;Bruto;0,5;4,9;7,808092764;Stretch
30.20.10.85.0001;"STRETCH FIL. 3""500X23 MAN ESPECIAL AZUL NOVO";KG;Bruto;1,57;4;6,069670963;Stretch
30.20.10.79.0003;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,5;4,9;8,173654934;Stretch
30.20.10.79.0004;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERDE";KG;Liq;0,5;4,9;8,173654934;Stretch
30.20.10.79.0005;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,5;4,9;8,173654934;Stretch
30.20.10.79.0006;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,5;4,9;7,779740276;Stretch
30.20.10.17.0070;"STRETCH FIL. 3""500X23 MAN GOLD AZUL ";KG;Bruto;1,1;4;6,869211154;Stretch
30.20.10.17.0078;"STRETCH FIL. 3""500X19 MAN GOLD VERDE";KG;Bruto;1,1;4;6,904298594;Stretch
30.20.10.67.0006;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO VERDE";KG;Bruto;1,57;4;6,069670963;Stretch
30.20.10.25.0060;"STRETCH FIL. 3""250X23 CORTADO MAQ LC3 (3,3 KG)";KG;Bruto;0,6;3,3;7,039084827;Stretch
30.20.10.62.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/34";KG;Bruto;4,71;34;6,976434149;Stretch
30.20.10.14.0106;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (11KG) LIQUIDO";KG;Liq;1,57;11;7,376739156;Stretch
30.20.10.14.0110;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG) LIQUIDO";KG;Liq;1,57;15,5;7,602531267;Stretch
30.20.10.50.0006;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;4;8,025298217;Stretch
30.20.10.75.0009;"STRETCH FIL. 3"" 500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;7,253094307;Stretch
30.20.10.58.0013;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 3,5KG EXPO";KG;Bruto;0;3,5;8,060385658;Stretch
30.20.10.58.0014;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;4;8,060385658;Stretch
30.20.10.75.0034;"STRETCH FIL. 3"" 500X20 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;7,197521754;Stretch
30.20.10.75.0010;"STRETCH FIL. 3"" 500X20 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;7,185183132;Stretch
30.20.10.75.0004;"STRETCH FIL. 3"" 500X20 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;7,185183132;Stretch
30.20.10.75.0013;"STRETCH FIL. 3"" 500X35 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;7,150095691;Stretch
30.20.10.14.0114;"STRETCH FIL. 3""430X09 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;6,927869813;Stretch
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;6,927869813;Stretch
30.20.10.14.0117;"STRETCH FIL. 3""460X09 MANUPREST SLIM (5,00 KG) - EXPO";KG;Bruto;0,9;5;7,22869518;Stretch
30.20.10.14.0115;"STRETCH FIL. 3""470X09 MANUPREST SLIM  (2,8KG) EXPO LIQ";KG;Liq;0,6;2,8;7,056794971;Stretch
30.20.10.75.0031;"STRETCH FIL. 3""500X10 MANUSTIF 16KG EXPO";KG;Bruto;1,7;16;7,559096589;Stretch
30.20.10.75.0032;"STRETCH FIL. 3""500X12 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,58230184;Stretch
30.20.10.75.0015;"STRETCH FIL. 3""500X13 MAQ LC3 17KG EXPO";KG;Bruto;1,7;17;7,571499461;Stretch
30.20.10.75.0027;"STRETCH FIL. 3""500X15 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,540507385;Stretch
30.20.10.75.0033;"STRETCH FIL. 3""500X17 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;7,265432929;Stretch
30.20.10.75.0018;"STRETCH FIL. 3""500X17 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,27794383;Stretch
30.20.10.75.0029;"STRETCH FIL. 3""500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;7,253094307;Stretch
30.20.10.75.0003;"STRETCH FIL. 3""500X17 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;7,253094307;Stretch
30.20.10.75.0025;"STRETCH FIL. 3""500X19 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,210032655;Stretch
30.20.10.75.0043;"STRETCH FIL. 3""500X20 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,210032655;Stretch
30.20.10.75.0030;"STRETCH FIL. 3""500X20 MAQ AT 18KG EXPO";KG;Bruto;1,7;18;7,260676161;Stretch
30.20.10.58.0012;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,5;5;7,446751173;Stretch
30.20.10.58.0011;"STRETCH FIL. 3""500X23 MAN LEV LC3 4KG EXPO - TB 0,5";KG;Bruto;0,5;4;7,287274828;Stretch
30.20.10.58.0016;"STRETCH FIL. 3""500X23 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,5;4,5;7,356379775;Stretch
30.20.10.58.0017;"STRETCH FIL. 3""500X20 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,5;4,5;7,391467216;Stretch
30.20.10.58.0007;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,5;5;7,411663733;Stretch
30.20.10.58.0010;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;7,113130362;Stretch
30.20.10.75.0035;"STRETCH FIL. 3""500X23 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;7,162434313;Stretch
30.20.10.75.0012;"STRETCH FIL. 3""500X23 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,174945214;Stretch
30.20.10.75.0041;"STRETCH FIL. 3""500X19 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;7,22586763;Stretch
30.20.10.75.0042;"STRETCH FIL. 3""500X30 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;7,22586763;Stretch
30.20.10.75.0037;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO";KG;Bruto;1,7;17,57;7,200754135;Stretch
30.20.10.75.0005;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;7,200754135;Stretch
30.20.10.75.0002;"STRETCH FIL. 3""500X23 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;7,150095691;Stretch
30.20.10.75.0019;"STRETCH FIL. 3""500X25 MAQ AT 18KG EXPO";KG;Bruto;1,7;18;7,225588721;Stretch
30.20.10.75.0036;"STRETCH FIL. 3""500X30 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;7,174945214;Stretch
30.20.10.75.0022;"STRETCH FIL. 3""500X30 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;7,150095691;Stretch
30.20.10.14.0116;STRETCH FIL. 3''470X09 MANUPREST SLIM (2,5KG) EXPO;KG;Bruto;0,6;2,5;6,927869813;Stretch
30.20.10.56.0016;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5KG EXPO";KG;Bruto;1,57;5;6,25261415;Stretch
30.20.10.90.0019;"STRETCH FILME 3""500X23 LC2 4600M EXPO";KG;Bruto;1,7;50;7,515537221;Stretch
30.20.10.90.0014;"STRETCH FILME 3""500X28 LC3 3750M EXPO LIQ";KG;Liq;1,7;50;7,529165721;Stretch
30.20.10.90.0017;"STRETCH FILME 3""510X21 ATX PLUS 5000M EXPO LIQ";KG;Liq;1,7;50;7,608234877;Stretch
30.20.10.90.0010;"STRETCH FILME 3""510X23 ATX PLUS 4570M EXPO LIQ";KG;Liq;1,7;50;7,573147437;Stretch
30.20.10.90.0018;"STRETCH FILME 3""510X27 ATX PLUS 3890M EXPO LIQ";KG;Liq;1,7;50;7,573147437;Stretch
30.20.10.31.0014;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,748925235;Stretch
30.20.10.52.0021;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 LIQUIDO";KG;Liq;0,6;2,25;6,615719366;Stretch
30.20.10.66.0004;"STRETCH FIL. 3""1000X30 MAQ ATX PLUS/28 LIQUIDO";KG;Liq;3,14;28;7,157921733;Stretch
30.20.10.25.0058;"STRETCH FIL. 3""150X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,36;3;7,347536806;Stretch
30.20.10.25.0055;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,3;3;7,447330093;Stretch
30.20.10.56.0019;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5,6KG EXPO LIQ";KG;Liq;1,57;5,6;6,433866933;Stretch
30.20.10.14.0118;"STRETCH FIL. 3""450X15 MANUSTIF PLUS LEV (2,5KG)";KG;Bruto;0,6;2,5;6,94557497;Stretch
