CodigoProduto;NomeProduto;Comprimento;FC;FCConvertido;Custo;Material;
30.20.10.56.0007;"STRETCH FIL. 3""500X30  MAN ESPECIAL - 3,8 KG LC3";KG;Bruto;1,47;3,20;Fita IMP;
30.20.10.56.0009;"STRETCH FIL. 3""500X30 MAN ESPECIAL LC3";KG;Bruto;1,47;5,99;Fita IMP;
30.20.10.56.0010;"STRETCH FIL. 3""500X30  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,47;70,77;Fita IMP;
30.20.10.57.0001;"STRETCH FIL. 3""500X15 MAN GOLD LC3";KG;Bruto;1,1;8,98;Fita IMP;
30.20.10.57.0002;"STRETCH FIL. 3""500X17 MAN GOLD LC3";KG;Bruto;1,1;2,99;Fita IMP;
30.20.10.57.0003;"STRETCH FIL. 3""500X19 MAN GOLD LC3";KG;Bruto;1,1;4,49;Fita IMP;
30.20.10.57.0005;"STRETCH FIL. 3""500X30 MAN GOLD LC3";KG;Bruto;1,1;53,08;Fita IMP;
30.20.10.57.0006;"STRETCH FIL. 3""500X40 MAN GOLD LC3";KG;Bruto;1,1;5,99;Fita IMP;
30.20.10.57.0008;"STRETCH FIL. 3""500X23 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;70,77;Fita IMP;
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;88,35;Fita IMP;
30.20.10.57.0010;"STRETCH FIL. 3""500X23 MAN GOLD LC3";KG;Bruto;1,1;8,10;Fita IMP;
30.20.10.58.0001;"STRETCH FIL. 3""500X17 MAN LEV LC3";KG;Bruto;0,6;8,98;Fita IMP;
30.20.10.58.0002;"STRETCH FIL. 3""500X23 MAN LEV LC3";KG;Bruto;0,6;106,16;Fita IMP;
30.20.10.18.0082;"STRETCH FIL. 3""500X23 MAN LEV LC2";KG;Bruto;0,6;4,58;Fita IMP;
30.20.10.58.0003;"STRETCH FIL. 3""500X30 MAN LEV LC3";KG;Bruto;0,6;2,56;Fita IMP;
30.20.10.58.0004;"STRETCH FIL. 3""500X15 MAN LEV LC3";KG;Bruto;0,6;4,52;Fita IMP;
30.20.10.58.0005;"STRETCH FIL. 3""500X19 MAN LEV LC3";KG;Bruto;0,6;5,01;Fita IMP;
30.20.10.58.0006;"STRETCH FIL. 3""500X30 MAN LEV LC3 (5KG)";KG;Bruto;0,6;59,09;Fita IMP;
30.20.10.60.0003;"STRETCH FILME 3""500X30 MAQ ATX/44";KG;Bruto;1,47;3,85;Fita IMP;
30.20.10.60.0004;"STRETCH FILME 3""500X23 MAQ ATX/44";KG;Bruto;1,47;7,52;Fita IMP;
30.20.10.61.0004;"STRETCH FILME 3""500X23 MAQ LC3/44";KG;Bruto;1,47;47,37;Fita IMP;
30.20.10.63.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/25 LÍQ";KG;Liq;4,71;2,73;Fita IMP;
30.20.10.64.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 B";KG;Bruto;1,47;5,35;Fita IMP;
30.20.10.64.0002;"STRETCH FIL. 3""500X40 MAQ ATX/14 B";KG;Bruto;1,47;63,16;Fita IMP;
30.20.10.64.0003;"STRETCH FIL. 3""500X30 MAQ ATX/14 B";KG;Bruto;1,47;8,03;Fita IMP;
30.20.10.64.0004;"STRETCH FIL. 3""500X19 MAQ ATX/14 B";KG;Bruto;1,47;79,06;Fita IMP;
30.20.10.45.0005;"STRETCH FIL. 3""750X30 MAQ ATX/PLUS 21,3 ";KG;Bruto;2,4;94,74;Fita IMP;
30.20.10.65.0001;"STRETCH FIL. 3""750X30 MAQ LC3/21,3";KG;Bruto;2,4;10,71;Fita IMP;
30.20.10.66.0001;"STRETCH FIL. 3""1000X23 MAQ ATX/22";KG;Bruto;3,14;3,44;Fita IMP;
30.20.10.67.0001;"STRETCH FIL. 3""500X19 MAN ESPECIAL NOVO";KG;Bruto;1,47;1,78;Fita IMP;
30.20.10.67.0002;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO";KG;Bruto;1,47;3,44;Fita IMP;
30.20.10.70.0011;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO C/ UV";KG;Bruto;1,47;3,44;Fita IMP;
30.20.10.67.0003;"STRETCH FIL. 3""500X30 MAN ESPECIAL NOVO";KG;Bruto;1,47;40,18;Fita IMP;
30.20.10.67.0004;"STRETCH FIL. 3""500X40 MAN ESPECIAL NOVO";KG;Bruto;1,47;2,67;Fita IMP;
30.20.10.67.0005;"STRETCH FIL. 3""500X17 MAN ESPECIAL NOVO";KG;Bruto;1,47;5,16;Fita IMP;
30.20.10.68.0001;"STRETCH FIL. 3""500X19 MAN LEV NOVO";KG;Bruto;0,6;1,95;Fita IMP;
30.20.10.68.0002;"STRETCH FIL. 3""500X23 MAN LEV NOVO";KG;Bruto;0,6;1,95;Fita IMP;
30.20.10.68.0003;"STRETCH FIL. 3""500X30 MAN LEV NOVO";KG;Bruto;0,6;1,89;Fita IMP;
30.20.10.68.0004;"STRETCH FIL. 3""500X17 MAN LEV NOVO";KG;Bruto;0,6;2,84;Fita IMP;
30.20.10.68.0005;"STRETCH FIL. 3""500X30 MAN LEV NOVO (4,85)";KG;Bruto;0,6;1,95;Fita IMP;
30.20.10.68.0006;"STRETCH FIL. 3""500X15 MAN LEV NOVO";KG;Bruto;0,6;3,42;Fita IMP;
30.20.10.68.0007;"STRETCH FIL. 3""500X40 MAN LEV NOVO";KG;Bruto;0,6;3,78;Fita IMP;
30.20.10.68.0008;"STRETCH FIL. 3""500X19 MAN LEV NOVO (2,5KG)";KG;Bruto;0,6;3,78;Fita IMP;
30.20.10.69.0001;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;44,34;Fita IMP;
30.20.10.69.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;2,93;Fita IMP;
30.20.10.69.0003;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;5,13;Fita IMP;
30.20.10.69.0004;"STRETCH FIL. 3""500X17 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;5,68;Fita IMP;
30.20.10.69.0005;"STRETCH FIL. 3""500X15 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;66,51;Fita IMP;
30.20.10.70.0001;"STRETCH FIL. 3""500X19 MAQ LC3/10 NOVO";KG;Bruto;1,47;7,57;Fita IMP;
30.20.10.70.0002;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,47;15,04;Fita IMP;
30.20.10.70.0003;"STRETCH FIL. 3""500X30 MAQ LC3/10 NOVO";KG;Bruto;1,47;16,06;Fita IMP;
30.20.10.70.0004;"STRETCH FIL. 3""500X15 MAQ LC3/10 NOVO";KG;Bruto;1,47;16,07;Fita IMP;
30.20.10.70.0005;"STRETCH FIL. 3""500X17 MAQ LC3/10 NOVO";KG;Bruto;1,47;5,65;Fita IMP;
30.20.10.70.0006;"STRETCH FIL. 3""500X40 MAQ LC3/10 NOVO";KG;Bruto;1,47;1,41;Fita IMP;
30.20.10.70.0007;"STRETCH FIL. 3""500X70 MAQ LC3/10 NOVO";KG;Bruto;1,47;0,69;Fita IMP;
30.20.10.71.0001;"STRETCH FIL. 3""500X19 MAQ ATX/10 NOVO";KG;Bruto;1,47;1,72;Fita IMP;
30.20.10.71.0002;"STRETCH FIL. 3""500X23 MAQ ATX/10 NOVO";KG;Bruto;1,47;143,51;Fita IMP;
30.20.10.71.0003;"STRETCH FIL. 3""500X30 MAQ ATX/10 NOVO";KG;Bruto;1,47;106,16;Fita IMP;
30.20.10.71.0004;"STRETCH FIL. 3""500X15 MAQ ATX/10 NOVO";KG;Bruto;1,47;5,65;Fita IMP;
30.20.10.71.0005;"STRETCH FIL. 3""500X17 MAQ ATX/10 NOVO";KG;Bruto;1,47;1,41;Fita IMP;
30.20.10.71.0006;"STRETCH FIL. 3""500X40 MAQ ATX/10 NOVO";KG;Bruto;1,47;27,93;Fita IMP;
30.20.10.71.0007;"STRETCH FIL. 3""500X35 MAQ ATX/10 NOVO";KG;Bruto;1,47;5,44;Fita IMP;
30.20.10.72.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 B PLUS";KG;Bruto;1,47;8,17;Fita IMP;
30.20.10.72.0002;"STRETCH FIL. 3""500X30 MAQ ATX/14 B PLUS";KG;Bruto;1,47;64,26;Fita IMP;
30.20.10.73.0001;"STRETCH FIL. 3""500X23 MAQ ATX/11 PLUS";KG;Bruto;1,47;166,33;Fita IMP;
30.20.10.74.0001;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,47;46,28;Fita IMP;
30.20.10.74.0002;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,47;1,95;Fita IMP;
30.20.10.31.0001;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;3,79;Fita IMP;
30.20.10.74.0003;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,47;4,71;Fita IMP;
30.20.10.75.0001;"STRETCH FIL. 3"" 500X23 MAQ LC2 16KG EXPO";KG;Bruto;1,47;3,56;Fita IMP;
30.20.10.76.0001;"STRETCH FIL. 3""500X15 MAN 450MT EXPO LIQ";KG;Liq;0,6;5,69;Fita IMP;
30.20.10.76.0002;"STRETCH FIL. 3""500X17 MAN 450MT EXPO LIQ";KG;Liq;0,6;1,95;Fita IMP;
30.20.10.76.0003;"STRETCH FIL. 3""500X19 MAN 450MT EXPO LIQ";KG;Liq;0,6;2,93;Fita IMP;
30.20.10.14.0113;"STRETCH FIL. 3""450X10 MANUSTIF PLUS MAN (5KG)";KG;Bruto;0,6;7,07;Fita IMP;
30.20.10.77.0001;"STRETCH FIL. 3""500X13 MANUSTIF LEV NOVO";KG;Bruto;0,6;1,90;Fita IMP;
30.20.10.77.0002;"STRETCH FIL. 3""500X13 MANUSTIF LEV LIQUIDO NOVO";KG;Liq;0,6;14,13;Fita IMP;
30.20.10.81.0001;"STRETCH FIL. 3""500X23 MAQ AT/10 NOVO";KG;Bruto;1,47;3,33;Fita IMP;
30.20.10.81.0002;"STRETCH FIL. 3""500X19 MAQ AT/10 NOVO";KG;Bruto;1,47;0,98;Fita IMP;
30.20.10.81.0003;"STRETCH FIL. 3""500X30 MAQ AT/10 NOVO";KG;Bruto;1,47;1,84;Fita IMP;
30.20.10.82.0001;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO";KG;Liq;1,47;5,00;Fita IMP;
30.20.10.82.0002;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO";KG;Liq;1,47;1,95;Fita IMP;
30.20.10.82.0003;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO";KG;Liq;1,47;3,33;Fita IMP;
30.20.10.83.0001;"STRETCH FIL. 3""500X40 MAQ LC3/14 B";KG;Bruto;1,47;5,00;Fita IMP;
30.20.10.83.0002;"STRETCH FIL. 3""500X30 MAQ LC3/14 B";KG;Bruto;1,47;1,90;Fita IMP;
30.20.10.83.0003;"STRETCH FIL. 3""500X23 MAQ LC3/14 B";KG;Bruto;1,47;0,98;Fita IMP;
30.20.10.84.0001;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2";KG;Bruto;1,7;4,71;Fita IMP;
30.20.10.57.0007;"STRETCH FIL. 3""500X19 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;3,79;Fita IMP;
30.20.10.56.0004;"STRETCH FIL. 3""500X23  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,47;0,98;Fita IMP;
30.20.10.14.0102;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(2,5KG)";KG;Liq;0,6;3,56;Fita IMP;
30.20.10.14.0103;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,0KG)";KG;Bruto;0,6;3,56;Fita IMP;
30.20.10.47.0006 ;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,47;3,56;Fita IMP;
30.20.10.14.0105;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(5KG)";KG;Liq;0,9;5,35;Fita IMP;
30.20.10.66.0002 ;"STRETCH FIL. 3""1000X30 MAQ LC3/20";KG;Bruto;3,14;3,56;Fita IMP;
30.20.10.14.0107;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG)";KG;Bruto;1,47;3,56;Fita IMP;
30.20.10.91.0001;"STRETCH FIL. 3""500X17 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;5,35;Fita IMP;
30.20.10.91.0009;"STRETCH FIL. 3""500X19 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;5,36;Fita IMP;
30.20.10.91.0002;"STRETCH FIL. 3""500X23 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;88,63;Fita IMP;
30.20.10.91.0003;"STRETCH FIL. 3""500X30 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;5,16;Fita IMP;
30.20.10.91.0004;"STRETCH FIL. 3""500X19 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;1,78;Fita IMP;
30.20.10.91.0005;"STRETCH FIL. 3""500X23 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;2,61;Fita IMP;
30.20.10.91.0007;"STRETCH FIL. 3""500X40 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;3,92;Fita IMP;
30.20.10.91.0006;"STRETCH FIL. 3""500X30 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;2,44;Fita IMP;
30.20.10.56.0014;"STRETCH FIL. 3""500X30 MAN ESP 5 KG LC3";KG;Bruto;1,47;1,45;Fita IMP;
30.20.10.25.0061;"STRETCH FIL. 3""150X25 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;4,16;Fita IMP;
30.20.10.25.0062;"STRETCH FIL. 3""125X40 CORTADO MAQ (2,5 KG) C/UV LÍQUIDO";KG;Liq;0,3;2,78;Fita IMP;
30.20.10.25.0051;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) C/ UV";KG;Bruto;0,3;1,39;Fita IMP;
30.20.10.25.0053;"STRETCH FIL. 3""100X30 CORTADO (MAQ)";KG;Bruto;0,24;47,79;Fita IMP;
30.20.10.25.0052;"STRETCH FIL. 3""125X23 CORTADO MAQ (2,5 KG)";KG;Bruto;0,3;94,84;Fita IMP;
30.20.10.25.0056;"STRETCH FIL. 3""100X19 CORTADO (MAQ) (2,5 KG) LIQ";KG;Liq;0,24;3,05;Fita IMP;
30.20.10.25.0057;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) B";KG;Bruto;0,3;3,40;Fita IMP;
30.20.10.29.0010;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;73,97;Fita IMP;
30.20.10.29.0011;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;7,59;Fita IMP;
30.20.10.29.0012;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;5,35;Fita IMP;
30.20.10.29.0013;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;1,95;Fita IMP;
30.20.10.29.0015;"STRETCH FIL. 3""500X15 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;8,47;Fita IMP;
30.20.10.31.0015;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;2,17;Fita IMP;
30.20.10.31.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;2,58;Fita IMP;
30.20.10.31.0017;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;3,05;Fita IMP;
30.20.10.31.0018;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;2,41;Fita IMP;
30.20.10.43.0002;"STRETCH FIL 3"" 500X23 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;4,07;Fita IMP;
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;5,65;Fita IMP;
30.20.10.65.0002;"STRETCH FIL. 3""750X23 MAQ LC3/21,3";KG;Bruto;2,4;77,92;Fita IMP;
30.20.10.70.0002 ;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,47;5,01;Fita IMP;
30.20.10.71.0008;"STRETCH FIL. 3""500X13 MAQ ATX/10 NOVO";KG;Bruto;1,47;6,39;Fita IMP;
30.20.10.31.0019;"STRETCH FIL. 3""500X40 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;4,25;Fita IMP;
30.20.10.74.0009;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;4,07;Fita IMP;
30.20.10.74.0011;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;1,72;Fita IMP;
30.20.10.74.0012;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;4,71;Fita IMP;
30.20.10.74.0013;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;63,16;Fita IMP;
30.20.10.74.0014;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;106,16;Fita IMP;
30.20.10.82.0006;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;3,31;Fita IMP;
30.20.10.83.0004;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,47;3,11;Fita IMP;
30.20.30.01.0001;STRETCH FIL. COBERTURA 1500X70 30K;KG;Bruto;4,71;9,59;Fita IMP;
30.20.10.65.0005;"STRETCH FIL. 3""750X23 MAQ LC3/21,3 LIQUIDO";KG;Liq;2,4;7,42;Stretch;
30.20.10.29.0014;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;6,93;Stretch;
30.20.10.91.0008;"STRETCH FIL. 3""500X40 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;7,42;Stretch;
30.20.10.70.0010;"STRETCH FIL. 3""1500X30 MAQ LC3/30 C UV";KG;Bruto;4,71;7,03;Stretch;
30.20.10.38.0004;"STRETCH FIL. 3""500X40 MAN LEV LIQ/NETO";KG;Neto;0,6;7,23;Stretch;
30.20.10.69.0007;"STRETCH FIL. 3""500X40 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;7,23;Stretch;
30.20.10.79.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,6;7,36;Stretch;
30.20.10.79.0001;"STRETCH FIL. 3""500X23 MAN LEV NOVO AZUL";KG;Bruto;0,6;7,13;Stretch;
30.20.10.85.0001;"STRETCH FIL. 3""500X23 MAN ESPECIAL AZUL NOVO";KG;Bruto;1,47;7,23;Stretch;
30.20.10.79.0003;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,6;7,13;Stretch;
30.20.10.79.0004;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERDE";KG;Liq;0,6;6,95;Stretch;
30.20.10.79.0005;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,6;6,03;Stretch;
30.20.10.79.0006;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,6;6,03;Stretch;
30.20.10.17.0070;"STRETCH FIL. 3""500X23 MAN GOLD AZUL ";KG;Bruto;1,1;7,08;Stretch;
30.20.10.17.0078;"STRETCH FIL. 3""500X19 MAN GOLD VERDE";KG;Bruto;1,1;7,01;Stretch;
30.20.10.67.0006;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO VERDE";KG;Bruto;1,47;6,98;Stretch;
30.20.10.25.0060;"STRETCH FIL. 3""250X23 CORTADO MAQ LC3 (3,3 KG)";KG;Bruto;0,6;6,98;Stretch;
30.20.10.62.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/34";KG;Bruto;4,71;6,98;Stretch;
20.20.10.11.xxxx;JUMBO 13 ATX(250) STRETCH FILME;KG;Bruto;1,7;6,67;Stretch;
30.20.10.14.0106;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (11KG) LIQUIDO";KG;Liq;1,47;6,67;Stretch;
30.20.10.14.0110;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG) LIQUIDO";KG;Liq;1,47;6,77;Stretch;
30.20.10.50.0006;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;6,70;Stretch;
30.20.10.75.0009;"STRETCH FIL. 3"" 500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;7,06;Stretch;
30.20.10.58.0013;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 3,5KG EXPO";KG;Bruto;0;6,99;Stretch;
30.20.10.58.0014;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;6,95;Stretch;
30.20.10.75.0034;"STRETCH FIL. 3"" 500X20 MAQ AT 16KG EXPO";KG;Bruto;1,7;6,95;Stretch;
30.20.10.75.0010;"STRETCH FIL. 3"" 500X20 MAQ LC2 16KG EXPO";KG;Bruto;1,7;6,95;Stretch;
30.20.10.75.0004;"STRETCH FIL. 3"" 500X20 MAQ LC3 16KG EXPO";KG;Bruto;1,7;6,67;Stretch;
30.20.10.75.0013;"STRETCH FIL. 3"" 500X35 MAQ LC2 16KG EXPO";KG;Bruto;1,7;6,79;Stretch;
30.20.10.14.0114;"STRETCH FIL. 3""430X09 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;6,73;Stretch;
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;6,69;Stretch;
30.20.10.14.0117;"STRETCH FIL. 3""460X09 MANUPREST SLIM (5,00 KG) - EXPO";KG;Bruto;0,9;6,69;Stretch;
30.20.10.14.0115;"STRETCH FIL. 3""470X09 MANUPREST SLIM  (2,8KG) EXPO LIQ";KG;Liq;0,6;6,69;Stretch;
30.20.10.75.0031;"STRETCH FIL. 3""500X10 MANUSTIF 16KG EXPO";KG;Bruto;1,7;7,44;Stretch;
30.20.10.75.0032;"STRETCH FIL. 3""500X12 MAQ ATX 16KG EXPO";KG;Bruto;1,7;7,40;Stretch;
30.20.10.75.0015;"STRETCH FIL. 3""500X13 MAQ LC3 17KG EXPO";KG;Bruto;1,7;7,55;Stretch;
30.20.10.75.0027;"STRETCH FIL. 3""500X15 MAQ ATX 16KG EXPO";KG;Bruto;1,7;7,34;Stretch;
30.20.10.75.0033;"STRETCH FIL. 3""500X17 MAQ AT 16KG EXPO";KG;Bruto;1,7;7,22;Stretch;
30.20.10.75.0018;"STRETCH FIL. 3""500X17 MAQ ATX 16KG EXPO";KG;Bruto;1,7;7,15;Stretch;
30.20.10.75.0029;"STRETCH FIL. 3""500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;7,12;Stretch;
30.20.10.75.0003;"STRETCH FIL. 3""500X17 MAQ LC3 16KG EXPO";KG;Bruto;1,7;7,12;Stretch;
30.20.10.75.0025;"STRETCH FIL. 3""500X19 MAQ ATX 16KG EXPO";KG;Bruto;1,7;7,12;Stretch;
30.20.10.75.0043;"STRETCH FIL. 3""500X20 MAQ ATX 16KG EXPO";KG;Bruto;1,7;7,51;Stretch;
30.20.10.75.0030;"STRETCH FIL. 3""500X20 MAQ AT 18KG EXPO";KG;Bruto;1,7;7,25;Stretch;
30.20.10.58.0012;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,6;7,18;Stretch;
30.20.10.58.0011;"STRETCH FIL. 3""500X23 MAN LEV LC3 4KG EXPO - TB 0,5";KG;Bruto;0,6;7,14;Stretch;
30.20.10.58.0016;"STRETCH FIL. 3""500X23 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,6;7,14;Stretch;
30.20.10.58.0017;"STRETCH FIL. 3""500X20 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,6;7,14;Stretch;
30.20.10.58.0007;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,6;7,14;Stretch;
30.20.10.58.0010;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;7,14;Stretch;
30.20.10.75.0035;"STRETCH FIL. 3""500X23 MAQ AT 16KG EXPO";KG;Bruto;1,7;7,53;Stretch;
30.20.10.75.0012;"STRETCH FIL. 3""500X23 MAQ ATX 16KG EXPO";KG;Bruto;1,7;7,25;Stretch;
30.20.10.75.0041;"STRETCH FIL. 3""500X19 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;7,41;Stretch;
30.20.10.75.0042;"STRETCH FIL. 3""500X30 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;7,45;Stretch;
30.20.10.75.0037;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO";KG;Bruto;1,7;7,41;Stretch;
30.20.10.75.0005;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO LIQ";KG;Liq;1,7;7,25;Stretch;
30.20.10.75.0002;"STRETCH FIL. 3""500X23 MAQ LC3 16KG EXPO";KG;Bruto;1,7;8,06;Stretch;
30.20.10.75.0019;"STRETCH FIL. 3""500X25 MAQ AT 18KG EXPO";KG;Bruto;1,7;8,03;Stretch;
30.20.10.75.0036;"STRETCH FIL. 3""500X30 MAQ ATX 16KG EXPO";KG;Bruto;1,7;8,03;Stretch;
30.20.10.75.0022;"STRETCH FIL. 3""500X30 MAQ LC2 16KG EXPO";KG;Bruto;1,7;7,14;Stretch;
30.20.10.14.0116;STRETCH FIL. 3''470X09 MANUPREST SLIM (2,5KG) EXPO;KG;Bruto;0,6;7,14;Stretch;
30.20.10.56.0016;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5KG EXPO";KG;Bruto;1,47;7,14;Stretch;
30.20.10.90.0019;"STRETCH FILME 3""500X23 LC2 4600M EXPO";KG;Bruto;1,7;7,22;Stretch;
30.20.10.90.0014;"STRETCH FILME 3""500X28 LC3 3750M EXPO LIQ";KG;Liq;1,7;7,12;Stretch;
30.20.10.90.0017;"STRETCH FILME 3""510X21 ATX PLUS 5000M EXPO LIQ";KG;Liq;1,7;7,12;Stretch;
30.20.10.90.0010;"STRETCH FILME 3""510X23 ATX PLUS 4570M EXPO LIQ";KG;Liq;1,7;7,12;Stretch;
30.20.10.90.0018;"STRETCH FILME 3""510X27 ATX PLUS 3890M EXPO LIQ";KG;Liq;1,7;7,15;Stretch;
30.20.10.31.0014;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;7,31;Stretch;
30.20.10.52.0021;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 LIQUIDO";KG;Liq;0,6;7,21;Stretch;
30.20.10.66.0004;"STRETCH FIL. 3""1000X30 MAQ ATX PLUS/28 LIQUIDO";KG;Liq;3,14;6,63;Stretch;
